Planeta,Massa do Planeta,Raio do Planeta,Densidade,Semi-eixo,Velocidade de Escape,Gravidade,Periodo Orbital,Excentricidade,Temperatura da Estrela,Massa da Estrela,Raio da Estrela,Metalicidade,Insolacao,Luminosidade,Luminosidade UV,Luminosidade Raios-X,Tem Atmosfera,Zona Venus,Zona Habitavel,Zona Marte,Zona Habitavel UV,Zona Muito UV,Zona Habitavel Raios-x,Ar Escapa,C Escapa,CH4 Escapa,CO Escapa,CO2 Escapa,H2 Escapa,H2O Escapa,He Escapa,N Escapa,N2 Escapa,O Escapa,O2 Escapa,n,Omega,Acoplado por Marés,Aquecido por marés,Grupos
AU Mic d,1.053,1.0140413393736043,5.549205594123631,0.0852793894781522,11392.644778964892,10.033954623905808,12.73596,0.00305,3678.0,0.51,0.744,0.23,12.595396249887385,0.0916009546844428,1.2182029025317704e+27,3.522972717163673e+29,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,5.709998783812104e-06,0.0001688224218016,True,False,Mércurios Análogos
EARTH,1.0,1.0,5.495021865555213,1.0,11179.90725689236,9.798398133669464,365.256,0.0167,5772.0,1.0,1.0,0.0,1.0,1.0,1.6565781528799725e+31,3.846e+30,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,1.9912067568878666e-07,0.0001743332769624,False,False,Terras
EPIC 201170410.02,1.1854318696354955,1.047,5.675524184970891,0.0349,11896.060368947255,10.59591138097639,6.7987,0.0,3648.0,0.287,0.282,-0.048,10.36866895569472,0.0126291424747257,1.02470298740072e+27,4.857168195779515e+28,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,1.6361428028373322e-05,0.000158171497171,True,False,Mércurios Análogos
EPIC 201757695.02,0.7000014614303562,0.90819,5.134973713823839,0.0296,9815.203683084894,8.31573416441592,2.0478,0.0,4520.0,0.727,0.655,-0.003,494.2043660763672,0.4330020973814699,9.473789770324211e+28,1.6653260665291333e+30,False,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,3.333849357026817e-05,0.0001411944316291,True,False,Mércurios Análogos
EPIC 201841433 b,1.1563423773387094,1.04,5.648795452200713,0.035,11788.668411238248,10.475502026625854,4.1698,0.01,5053.0,0.802,0.628461,0.0,188.4838290865117,0.2308926906309769,9.976108842616236e+29,8.880132881667373e+29,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,2.723339360720239e-05,0.0001472736598683,True,False,Mércurios Análogos
GJ 1132 b,1.83704819,1.19151465,5.967491573574926,0.0157,13881.895861964444,12.678762246709312,1.62892911,0.0118,3229.0,0.1945,0.2211,-0.17,19.35177006601492,0.004770017803572,7.789635043217487e+25,1.8345488472537977e+28,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,4.464082248136778e-05,0.0001298330527309,True,False,Mércurios Análogos
GJ 1252 b,1.32,1.193,4.271909317567945,0.00916,11759.935631997314,9.087577462863978,0.5182331,0.0,3458.0,0.381,0.391,0.1,233.5979637009665,0.0196001773031078,3.311187442584828e+26,7.538228190775266e+28,False,False,False,False,True,False,False,False,True,True,False,False,True,True,True,True,False,True,False,0.0001401965225769,3.433640262249767e-05,True,False,Mércurios Análogos
GJ 238 b,0.1214801447404849,0.566,3.681505316831143,0.02123,5179.4379626687205,3.71558773209512,1.7446999,0.01,3485.0,0.4193,0.4314,0.15,53.69328949938558,0.0242002582208076,3.902318968960435e+26,9.307419311722612e+28,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,4.1682459240903686e-05,0.0001328108676222,True,False,Mércurios Análogos
GJ 357 b,2.0866748,1.2,6.635603965453153,0.036,14742.629912294344,14.198660045760487,3.9306,0.01,3505.0,0.342,0.337,-0.12,11.859413639248745,0.0153698000764663,4.403632122382471e+26,5.911225109408966e+28,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,1.7048217808467995e-05,0.000157468511584,True,False,Vênus Análogos
GJ 3929 b,1.75,1.09,7.425538937523112,0.0252,14165.893624511076,14.43245243154748,2.616235,0.0,3384.0,0.313,0.32,-0.02,17.164411526301144,0.0109000878956622,2.096858305879076e+26,4.192173804671712e+28,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,2.784778826941978e-05,0.00014668513693,True,False,Vênus Análogos
GJ 9827 c,1.86,1.13,7.0834859798951,0.0395,14343.51035357287,14.27286438141218,3.648103,0.01,4236.0,0.62,0.58,-0.29,62.25036885033331,0.0971261379987325,2.4060779566136617e+28,3.735471267431255e+29,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,1.997183008951485e-05,0.0001545421218713,True,False,Mércurios Análogos
HD 101581 b,0.8464899830475419,0.956,5.3237489975535945,0.046,10520.10722536399,9.075302723673138,4.46569,0.01,4675.0,0.653,0.63,-0.343,80.34303323248504,0.1700058583199383,1.9310241854218904e+29,6.538425310984829e+29,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,1.630934026646129e-05,0.0001582080910597,True,True,Mércurios Análogos Aquecidos Por Marés
HD 101581 c,0.9634608104380268,0.99,5.456295657279357,0.0573,11029.037937457722,9.632050410019012,6.20401,0.01,4675.0,0.653,0.63,-0.343,51.77911738528681,0.1700058583199383,1.9310241854218904e+29,6.538425310984829e+29,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,1.1731169909907912e-05,0.0001627906106781,True,True,Mércurios Análogos Aquecidos Por Marés
HD 23472 f,0.77,1.137,2.878582998274492,0.0906,9200.328434254092,5.836128931715943,12.1621839,0.07,4684.0,0.67,0.71,-0.2,28.873112607750663,0.2370009026049562,2.011076729650817e+29,9.115054714186616e+29,False,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,True,False,5.976701410160803e-06,0.0001682780083386,True,True,Mércurios Análogos Aquecidos Por Marés
HD 260655 b,2.14,1.24,6.167627593216152,0.02933,14687.038893890502,13.63720864077306,2.76953,0.039,3803.0,0.439,0.439,-0.43,42.20907881194244,0.0363103136179867,2.4675615404820063e+27,1.3964946617477718e+29,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,2.626534134560564e-05,0.000147888062804,True,False,Mércurios Análogos
HD 63433 d,1.2981721969498323,1.073,5.774342798736053,0.0503,12297.150597562411,11.04810877844198,4.209075,0.16,5688.0,0.99,0.912,0.03,296.4312803904217,0.7499978182030022,1.2154762930708646e+31,2.884491608808746e+30,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,1.756233188501186e-05,0.0001526994341999,True,False,Mércurios Análogos
K2-116 b,0.2530141327666164,0.69,4.23220731196724,0.048,6769.959112554721,5.207169095342181,4.655411,0.06,4348.35,0.694512,0.6694,0.0,62.35097399071365,0.1436566440746042,4.182281865481516e+28,5.52503453110928e+29,False,False,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,1.577952638009189e-05,0.0001582137390171,True,False,Mércurios Análogos
K2-129 b,1.1563423773387094,1.04,5.648795452200713,0.057,11788.668411238248,10.475502026625854,8.239493,0.13,3459.09,0.360031,0.36001,0.0,5.121335081750855,0.0166392176806085,3.3333009143030745e+26,6.3994431199620415e+28,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,8.779614847295744e-06,0.0001643437431884,True,False,Vênus Análogos
K2-130 b,2.285209254146069,1.25,6.429324707277705,0.032,15116.323634459368,14.330489658156182,2.49412,0.17,4356.47,0.69563,0.744261,0.0,174.72128129665606,0.1789145920477758,4.350362522528032e+28,6.881055210157458e+29,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,2.9012291432980964e-05,0.0001375553091535,True,False,Mércurios Análogos
K2-156 b,1.4233320912898264,1.1,5.876214097358392,0.0149,12717.301832354948,11.525929344533957,0.813143,0.01,4460.0,0.66,0.62,-0.33,614.3369036721314,0.1363889359842498,7.144177167093198e+28,5.245518477954249e+29,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,8.894257047152708e-05,8.550585928595791e-05,True,False,Mércurios Análogos
K2-16 d,1.8927467645995155,1.187996,6.203217405748865,0.0333365936574076,14111.62307819796,13.140673892768334,2.71578,0.01,4761.0,0.67,0.66,-0.33,180.5903258421394,0.2006951717211286,2.8378248850524712e+29,7.718736304394608e+29,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,2.677769042681693e-05,0.0001477297959667,True,False,Mércurios Análogos
K2-185 b,1.6780574147031286,1.15,6.062932315575406,0.0932626143398025,13504.940924104703,12.432721845306126,10.616384,0.01,5788.0,0.96,0.94,-0.1,102.23767240948628,0.8892546082875157,1.7563149336631914e+31,3.420073223473785e+30,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,6.850008073565396e-06,0.0001676764096181,True,True,Mércurios Análogos Aquecidos Por Marés
K2-190 c,1.3904648931701458,1.09308317,5.8501881019232425,0.1466915653193392,12609.31839532526,11.402726164743616,21.574023,0.01,5631.0,0.904597,0.912206,-0.19,34.86374207938217,0.7502124822256766,9.825764194913044e+30,2.8853172066399523e+30,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,3.3708277826994296e-06,0.0001711588951303,True,False,Mércurios Análogos
K2-209 b,0.5932345504196844,0.86850263,4.976023788273831,0.028913773686594,9239.869772341952,7.706181665502215,2.080615,0.01,4720.0,0.74479,0.712365,-0.06,270.159294955755,0.2258548749638573,2.364041037167232e+29,8.686378491109951e+29,False,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,3.495231751969911e-05,0.000139547402978,True,False,Mércurios Análogos
K2-228 b,2.0258742420954694,1.21,6.283849812216286,0.0338,14466.109796708091,13.558037287615116,2.69828,0.01,4715.0,0.71,0.65,-0.25,163.89904705600046,0.1872448273186571,2.3117104817829647e+29,7.201436058675553e+29,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,2.700049273062424e-05,0.0001475067820007,True,False,Mércurios Análogos
K2-239 b,1.3983200000000002,1.1,5.772951897102301,0.0441,12605.066551108512,11.323385188655111,5.24,0.01,3420.0,0.4,0.36,-0.1,8.227025076475005,0.0160000006389793,2.621991985703785e+26,6.153600245751462e+28,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,1.3598471520401216e-05,0.000160921535131,True,True,Vênus Análogos
K2-239 c,0.8898400000000001,1.0,4.88969025684565,0.0576,10546.155315114236,8.719006595264439,7.775,0.01,3420.0,0.4,0.36,-0.1,4.822531056791136,0.0160000006389793,2.621991985703785e+26,6.153600245751462e+28,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,9.109896152419652e-06,0.0001654143746456,True,True,Vênus Análogos
K2-239 d,1.3029800000000002,1.1,5.37934154048169,0.0685,12167.762748225756,10.551336198519536,10.115,0.01,3420.0,0.4,0.36,-0.1,3.409878126480762,0.0160000006389793,2.621991985703785e+26,6.153600245751462e+28,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,7.024444210634756e-06,0.0001675018077667,True,True,Vênus Análogos
K2-257 b,0.5015211249903839,0.83,4.8197485214949065,0.0216,8690.480115205339,7.133261220934227,1.60588,0.01,3725.0,0.52,0.5,-0.03,92.51112071154324,0.0431619884791776,1.5928943507168023e+27,1.6600100769091715e+29,False,False,False,False,True,False,False,False,True,True,True,False,True,True,True,True,True,True,False,4.523112390441391e-05,0.0001292588317273,True,False,Mércurios Análogos
K2-279 b,2.0258742420954694,1.21,6.283849812216286,0.067,14466.109796708091,13.558037287615116,7.122605,0.01,5558.0,0.79,0.86,-0.37,140.986586042864,0.6328887847464165,7.45898298320937e+30,2.4340902661347185e+30,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,1.0205134170375142e-05,0.0001643180961515,True,True,Mércurios Análogos Aquecidos Por Marés
K2-298 b,1.9700708737990429,1.200909,6.250589476646085,0.035,14319.375447100212,13.384949380369124,4.1698,0.01,5053.0,0.8,0.63,0.0,189.40809260793992,0.2320249134447264,9.976108842616236e+29,8.923678171084179e+29,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,2.719945724295521e-05,0.000147307628472,True,False,Mércurios Análogos
K2-300 b,1.7447752144404305,1.16217,6.108012634065791,0.0281975330147313,13698.50309665984,12.657712998381438,2.87814,0.01,3489.0,0.361,0.3734,0.0,23.301646252833844,0.0185271591641802,3.998015511344218e+26,7.125545414543715e+28,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,2.5267122550856555e-05,0.0001492417988821,True,False,Mércurios Análogos
K2-302 b,1.1279392159143535,1.03304,5.622166553602318,0.0203,11682.141976414016,10.356344825221978,2.25372,0.01,3467.0,0.221,0.25,-0.33,19.64986792367017,0.0080975140726652,3.4980429356013334e+26,3.11430391234705e+28,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,3.236466476794739e-05,0.0001421375139999,True,False,Mércurios Análogos
K2-302 c,1.449153875486946,1.1053528,5.89632183608621,0.00862,12801.032326882876,11.621648960680387,0.623232,0.01,3467.0,0.221,0.25,-0.33,108.97758507793938,0.0080975140726652,3.4980429356013334e+26,3.11430391234705e+28,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,0.0001169648097494,5.745699888072587e-05,True,False,Mércurios Análogos
K2-315 b,0.8269796722260451,0.95,5.300214470041463,0.0234,10430.94884175961,8.978477647559298,3.1443189,0.01,3300.0,0.174,0.196,-0.24,7.487697403787064,0.0040999635904176,1.2331457492632988e+26,1.5768459968746263e+28,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,2.320436253860164e-05,0.0001513065185164,True,False,Mércurios Análogos
K2-327 b,2.002430690801732,1.20620333,6.269968349751789,0.0349,14404.78185719759,13.485638967727269,6.7987,0.01,3648.0,0.287,0.282,0.0,10.36866895569472,0.0126291424747257,1.02470298740072e+27,4.857168195779515e+28,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,1.636149795163092e-05,0.0001581558838247,True,False,Vênus Análogos
K2-328 b,1.1815874340629289,1.04608213,5.672022422116047,0.0296,11881.964243530818,10.58009041905153,2.0478,0.01,4520.0,0.727,0.655,-0.003,183.27753897890577,0.1605804485517581,9.473789770324211e+28,6.175924051300617e+29,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,3.333852672542953e-05,0.0001411627268736,True,False,Mércurios Análogos
K2-336 b,2.088580527980693,1.22,6.320350419873666,0.1426,14627.964506583156,13.749491767928252,21.194733,0.01,5424.0,0.86,0.8,-0.17,24.42732855623891,0.4967238636322647,4.454835375922124e+30,1.9103999795296904e+30,False,True,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,3.42915586983112e-06,0.0001711005116315,True,False,Mércurios Análogos
K2-338 b,1.1156944602531516,1.03,5.610518871017086,0.04188,11635.692268644092,10.304475932783337,3.850614,0.01,4558.0,0.66,0.63,-0.23,87.58331190886804,0.1536153836228933,1.130612170788682e+29,5.9080476541364776e+29,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,1.8874643857817955e-05,0.0001556403504299,True,False,Mércurios Análogos
K2-381 b,1.3071566762186206,1.075,5.781914663133798,0.11306,12328.146636396155,11.083216040388637,7.9389334,0.01,4473.0,0.754,0.675,-0.244,12.795035747389688,0.1635533582052822,7.597115505472648e+28,6.290262156575154e+29,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,4.54819458609562e-06,0.0001699804098284,True,False,Mércurios Análogos
K2-384 b,1.3116658970355617,1.076,5.785699029891046,0.0230961614664201,12343.652268683458,11.100786920363811,2.231527,0.01,3623.0,0.33,0.348,0.068,35.07587691235203,0.0187106188311907,8.861825924634352e+26,7.196104002475972e+28,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,3.258858893586854e-05,0.000141913377104,True,False,Mércurios Análogos
K2-384 c,1.9105335659320688,1.191,6.214251310848755,0.0351785276050979,14159.882716905726,13.197334702926334,4.194766,0.01,3623.0,0.33,0.348,0.068,15.119340061999894,0.0187106188311907,8.861825924634352e+26,7.196104002475972e+28,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,1.733644167381989e-05,0.000157180013906,True,False,Vênus Análogos
K2-400 b,1.649382,1.163,5.761711803762067,0.0347,13314.01276076944,11.948596715219717,3.865053,0.01,3578.0,0.374,0.382,-0.051,17.810882912783562,0.0214459060064535,6.805873947468713e+26,8.248095450082042e+28,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,1.8839100790429656e-05,0.0001556759272632,True,False,Mércurios Análogos
K2-411 b,0.9627401237802315,0.9898,5.45551995417065,0.0511,11026.02599898502,9.62873546184104,3.2141,0.01,5711.0,1.018,1.375,0.1415,690.6667745571443,1.8034759883913607,1.32361238650302e+31,6.936168651353173e+30,False,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,True,True,False,1.739237379802531e-05,0.0001571240286462,True,True,Mércurios Análogos Aquecidos Por Marés
K2-413 b,0.3617072401009352,0.7599,4.52957331261421,0.0117,7713.270810246981,6.137611499154247,0.8094,0.01,4116.0,0.808,0.7,-0.205,921.2598586009232,0.1261112620438804,1.3113533553986285e+28,4.85023913820764e+29,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,0.0001414304375456,3.296812873807074e-05,True,False,Mércurios Análogos
K2-413 c,2.170245548075057,1.2327,6.366578685389827,0.0426,14834.193505087624,13.99423504575038,5.3301,0.01,4116.0,0.808,0.7,-0.205,69.49197802678061,0.1261112620438804,1.3113533553986285e+28,4.85023913820764e+29,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,2.0356763835506008e-05,0.0001541568224382,True,False,Mércurios Análogos
K2-414 b,2.082246990334529,1.219,6.316704358986692,0.0487,14611.75795835478,13.730296437075204,4.3696,0.01,4343.0,0.814,0.732,-0.102,72.07420896984331,0.1709376806716876,4.074939790023494e+28,6.574263198633107e+29,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,1.6716145158817143e-05,0.0001578008997027,True,False,Mércurios Análogos
K2-72 b,1.3298164073206324,1.08,5.800826089932422,0.04,12405.725479025385,11.17118535975096,5.577212,0.11,3360.47,0.271365,0.330989,0.0,7.8300323626546975,0.0125280517802475,1.8095412127850943e+26,4.818288714683195e+28,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,1.296599440254814e-05,0.0001600764897403,True,False,Vênus Análogos
K2-72 c,1.732739570339374,1.16,6.099984769214353,0.078,13663.9370633431,12.617473374069975,15.189034,0.11,3360.47,0.271365,0.330989,0.0,2.0591801085219457,0.0125280517802475,1.8095412127850943e+26,4.818288714683195e+28,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,4.761621613255177e-06,0.0001692239551817,True,True,Vênus Análogos
K2-72 d,1.0375405713086585,1.01,5.533633497144741,0.05,11331.308355113328,9.965920593586029,7.760178,0.11,3360.47,0.271365,0.330989,0.0,5.011220712099006,0.0125280517802475,1.8095412127850943e+26,4.818288714683195e+28,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,9.27769535987264e-06,0.0001641887587579,True,False,Vênus Análogos
K2-83 b,2.2448462110816654,1.244,6.407592401957515,0.03014,15018.318406043629,14.213496115785068,2.74697,0.01,3910.0,0.484,0.424,0.0,41.477118198522106,0.0376786271230541,4.433769547592704e+27,1.4491199991526636e+29,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,2.64744251108771e-05,0.0001480333493847,True,False,Mércurios Análogos
K2-85 b,1.9645535631103368,1.2,6.247259713741724,0.01263,14304.725059497669,13.367693032134737,0.684559,0.01,4427.0,0.57,0.68,-0.36,998.4022238493816,0.1592620277015594,6.107072900034077e+28,6.125217585401977e+29,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,0.0001059132645645,6.851904303353133e-05,True,False,Mércurios Análogos
K2-88 b,2.15269198691123,1.23,6.356762486455347,0.0345,14790.28668864368,13.942053768865232,4.6122,0.01,3537.0,0.258,0.256,0.0,7.727487428636122,0.0091976419119341,5.335467309103282e+26,3.5374130793298724e+28,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,1.5783465154800628e-05,0.0001587344657527,True,True,Vênus Análogos
K2-89 b,0.1652174764265233,0.615,3.903013576082971,0.01462,5794.669022515179,4.280168187367905,1.096026,0.01,3691.0,0.347,0.318,0.0,78.7393822086472,0.0168301020065579,1.3124483902306016e+27,6.472857231722194e+28,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,6.635286722186693e-05,0.0001081170227537,True,False,Mércurios Análogos
K2-91 b,1.4233320912898264,1.1,5.876214097358392,0.0164,12717.301832354948,11.525929344533957,1.419549,0.01,3622.0,0.292,0.284,0.0,46.28061222328352,0.0124476334635743,8.810309782292623e+26,4.78735983009069e+28,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,5.123238066144693e-05,0.0001232518737763,True,False,Mércurios Análogos
KOI-2700 b,0.8612380000000001,1.2215698,2.59619761340606,0.0157727062436501,9387.2989565457,5.6551182536864495,0.910022,0.01,4433.0,0.632,0.574,-0.2,458.6259322762664,0.114096162453779,6.284288074061083e+28,4.388138407972342e+29,False,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,7.99127011366344e-05,9.454430699671872e-05,True,False,Mércurios Análogos
KOI-351 c,1.904599038342517,1.19,6.210579156511381,0.089,14143.812829725002,13.178461734823795,8.719375,0.01,6080.0,1.2,1.2,-0.12,222.7681628977518,1.7645466183130918,4.9664217161514325e+31,6.786446294032151e+30,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,8.215279682276387e-06,0.0001663098410014,True,True,Mércurios Análogos Aquecidos Por Marés
KOI-4878 b,1.9544249123523685,1.1983264,6.241127184940752,1.137,14277.76179738452,13.335945661966065,449.01499,0.01,6031.0,0.972,1.068,-0.22,1.0467313155828497,1.3531817961147248,4.186225485267272e+31,5.204337187857232e+30,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,1.619233393607615e-07,0.0001743708480328,False,False,Terras
KOI-6664 b,1.4743932764512435,1.110518,5.915697522264399,0.1093,12881.963687457575,11.714323659933868,14.7638878,0.01,5547.0,0.798,0.742,-0.46,39.12519162737363,0.4674087105245028,7.15333334075762e+30,1.7976539006772376e+30,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,4.922527065751593e-06,0.0001696057217329,True,False,Mércurios Análogos
KOI-6672 b,1.9544249123523685,1.1983264,6.241127184940752,0.0321,14277.76179738452,13.335945661966065,2.28494299,0.01,5393.0,0.84,0.793,-0.16,462.9289260394286,0.4770065946802875,3.946921387781137e+30,1.834567363140386e+30,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,3.173213671639152e-05,0.0001427706429531,True,False,Mércurios Análogos
KOI-6793 b,0.8881280954631,0.968475,5.372541645011335,0.0443,10706.112388872984,9.277989187941309,3.62658665,0.01,5411.0,0.886,0.799,-0.08,250.0648035527797,0.4907496763242946,4.234688959635385e+30,1.887423255143237e+30,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,2.0101461316991862e-05,0.0001544123674941,True,False,Mércurios Análogos
KOI-6925 b,1.3513398432623764,1.084692,5.81854899220517,0.0882,12478.640500624686,11.253996858643456,12.9489256,0.01,3867.0,0.545,0.525,-0.1,7.104515274498231,0.0552677294039876,3.510286098618639e+27,2.125596872877364e+29,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,5.611935817017845e-06,0.0001689156580433,True,False,Vênus Análogos
KOI-7209,0.9327828030677549,0.981388,5.422851673653041,0.0818,10899.53811942613,9.48973589919332,8.2553601,0.01,6357.0,1.066,1.113,-0.18,271.1120959538738,1.8140761009303985,1.2725847231625235e+32,6.976936684178312e+30,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,8.787491595865368e-06,0.0001657370854865,True,True,Mércurios Análogos Aquecidos Por Marés
KOI-7319 b,1.5388946945390582,1.1234309999999998,5.964020345754833,0.1058,13084.87114546077,11.947338733001477,17.1677675,0.01,3761.0,0.535,0.526,0.0,4.434756858804339,0.0496410717649866,1.95167006940012e+27,1.9091956200813848e+29,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,4.232197927919043e-06,0.0001702967066834,True,False,Vênus Análogos
KOI-7320 b,0.438825647121395,0.800606,4.698994159828775,0.0722,8277.034808098417,6.708252525936874,8.502285,0.01,4889.0,0.693,0.715,-0.24,50.242838249650674,0.261907876941309,4.969665831179558e+29,1.0072976947162748e+30,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,8.544308865383243e-06,0.0001659804992406,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1035 b,1.788711209719035,1.17,6.136942699996698,0.0378259336450626,13823.416207651137,12.803349097074037,2.714077555,0.01,5763.0,0.98,0.97,-0.03,650.4515629528348,0.9306669133185757,1.6028720115336593e+31,3.579344948623242e+30,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,2.6794487127959506e-05,0.0001477129833087,True,False,Mércurios Análogos
Kepler-1047 c,0.9634608104380268,0.99,5.456295657279357,0.0435051973561344,11029.037937457722,9.632050410019012,3.18897601,0.01,5754.0,1.08,1.13,0.29,663.1478385207633,1.2551413709015324,1.5508271358749826e+31,4.827273712487294e+30,False,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,True,True,False,2.280428447494938e-05,0.0001517069766542,True,False,Mércurios Análogos
Kepler-1049 b,0.8269796722260451,0.95,5.300214470041463,0.0344741994330422,10430.94884175961,8.978477647559298,3.273460736,0.01,3864.0,0.51,0.49,-0.33,40.38392987792588,0.0479951063677502,3.453217449164203e+27,1.8458917909036742e+29,False,False,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,True,False,2.22157288501614e-05,0.0001522960914068,True,False,Mércurios Análogos
Kepler-1053 b,0.9279060023319566,0.98,5.417453369763053,0.0318598312425802,10878.703872277032,9.4668809261455,2.414351654,0.01,4529.0,0.74,0.69,0.1,176.9607089572789,0.1796237635570041,9.880274550650511e+28,6.90832994640238e+29,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,3.012084672659704e-05,0.0001443834636684,True,False,Mércurios Análogos
Kepler-1055 b,2.15269198691123,1.23,6.356762486455347,0.0338247565687687,14790.28668864368,13.942053768865232,2.295036233,0.01,5723.0,0.98,0.94,-0.02,742.9124882505705,0.8499766951723704,1.3836094309417776e+31,3.269010369632937e+30,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,3.168678344351886e-05,0.0001428160393116,True,False,Mércurios Análogos
Kepler-1074 b,2.285209254146069,1.25,6.429324707277705,0.0541773445770462,15116.323634459368,14.330489658156182,5.94566534,0.01,4002.0,0.6,0.57,-0.06,25.461204564777283,0.0747333372016559,7.245894733409087e+27,2.8742441487756883e+29,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,1.223114856696949e-05,0.0001622901570413,True,True,Vênus Análogos
